"truck_events_text_partition.driverid","truck_events_text_partition.truckid","truck_events_text_partition.eventtime","truck_events_text_partition.eventtype","truck_events_text_partition.longitude","truck_events_text_partition.latitude","truck_events_text_partition.eventkey","truck_events_text_partition.correlationid","truck_events_text_partition.drivername","truck_events_text_partition.routeid","truck_events_text_partition.routename","truck_events_text_partition.date"
"55","50","2014-10-18 18:58:01.167","Normal","-91.14","34.96","55|50|9223370623170894640","8100678093119688045","702a5 ad49ff","371182829","Memphis to Little Rock","2014-10-19-01"
"46","95","2014-10-18 18:58:01.35","Normal","-89.74","39.1","46|95|9223370623170894457","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"31","80","2014-10-18 18:58:01.55","Normal","-94.22","35.5","31|80|9223370623170894257","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"24","18","2014-10-18 18:58:01.75","Normal","-93.58","41.62","24|18|9223370623170894057","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"42","80","2014-10-18 18:58:01.897","Normal","-90.7","41.62","42|80|9223370623170893910","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"22","13","2014-10-18 18:58:01.925","Normal","-94.3","37.66","22|13|9223370623170893882","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"37","89","2014-10-18 18:58:02.127","Normal","-94.42","39.27","37|89|9223370623170893680","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"31","80","2014-10-18 18:58:02.46","Normal","-94.57","35.37","31|80|9223370623170893347","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"51","39","2014-10-18 18:58:02.547","Normal","-89.29","41.85","51|39|9223370623170893260","8100678093119688045","6b44f 57e85f","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"40","62","2014-10-18 18:58:02.724","Normal","-91.38","34.83","40|62|9223370623170893083","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"26","94","2014-10-18 18:58:02.78","Normal","-92.48","37.8","26|94|9223370623170893027","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"22","13","2014-10-18 18:58:02.87","Normal","-94.31","37.31","22|13|9223370623170892937","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"37","89","2014-10-18 18:58:02.903","Normal","-94.57","39.15","37|89|9223370623170892904","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"39","103","2014-10-18 18:58:03.368","Normal","-89.6","41.76","39|103|9223370623170892439","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"31","80","2014-10-18 18:58:03.402","Normal","-94.88","35.47","31|80|9223370623170892405","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"42","80","2014-10-18 18:58:03.597","Normal","-90.29","40.96","42|80|9223370623170892210","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"26","94","2014-10-18 18:58:03.64","Normal","-92.31","37.81","26|94|9223370623170892167","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"15","62","2014-10-18 18:58:03.779","Normal","-91.59","41.7","15|62|9223370623170892028","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"46","95","2014-10-18 18:58:04.047","Normal","-89.74","39.1","46|95|9223370623170891760","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"17","101","2014-10-18 18:58:04.21","Normal","-91.1","38.83","17|101|9223370623170891597","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"42","80","2014-10-18 18:58:04.388","Normal","-89.91","40.86","42|80|9223370623170891419","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"48","54","2014-10-18 18:58:04.521","Normal","-89.56","37.2","48|54|9223370623170891286","8100678093119688045","1ac9f 06144c","1961634315","Saint Louis to Memphis","2014-10-19-01"
"37","89","2014-10-18 18:58:04.687","Normal","-94.42","39.27","37|89|9223370623170891120","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"44","57","2014-10-18 18:58:04.762","Normal","-91.24","41.67","44|57|9223370623170891045","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"46","95","2014-10-18 18:58:04.927","Unsafe following distance","-89.63","39.84","46|95|9223370623170890880","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"24","18","2014-10-18 18:58:05.155","Normal","-92.4","41.78","24|18|9223370623170890652","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"33","36","2014-10-18 18:58:05.23","Unsafe following distance","-95.15","35.51","33|36|9223370623170890577","8100678093119688045","Sridhara Sabbella","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"48","54","2014-10-18 18:58:05.377","Normal","-89.54","36.84","48|54|9223370623170890430","8100678093119688045","1ac9f 06144c","1961634315","Saint Louis to Memphis","2014-10-19-01"
"53","45","2014-10-18 18:58:05.548","Unsafe tail distance","-91.56","38.93","53|45|9223370623170890259","8100678093119688045","b88fd 63666a","1927624662","Springfield to KC Via Columbia","2014-10-19-01"
"22","13","2014-10-18 18:58:05.74","Normal","-94.58","37.03","22|13|9223370623170890067","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"11","57","2014-10-18 18:58:05.84","Normal","-90.07","35.1","11|57|9223370623170889967","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"24","18","2014-10-18 18:58:05.99","Normal","-92.19","41.74","24|18|9223370623170889817","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"26","94","2014-10-18 18:58:06.329","Normal","-91.69","37.99","26|94|9223370623170889478","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"31","80","2014-10-18 18:58:06.692","Normal","-95.56","35.97","31|80|9223370623170889115","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"24","18","2014-10-18 18:58:06.96","Normal","-91.94","41.71","24|18|9223370623170888847","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"28","87","2014-10-18 18:58:07.135","Normal","-89.66","39.78","28|87|9223370623170888672","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"48","54","2014-10-18 18:58:07.167","Normal","-89.8","35.94","48|54|9223370623170888640","8100678093119688045","1ac9f 06144c","1961634315","Saint Louis to Memphis","2014-10-19-01"
"20","60","2014-10-18 18:58:07.819","Normal","-90.29","40.96","20|60|9223370623170887988","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"48","54","2014-10-18 18:58:07.987","Unsafe tail distance","-90.07","35.68","48|54|9223370623170887820","8100678093119688045","1ac9f 06144c","1961634315","Saint Louis to Memphis","2014-10-19-01"
"13","106","2014-10-18 18:58:08.02","Normal","-90.79","38.83","13|106|9223370623170887787","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"17","101","2014-10-18 18:58:08.73","Normal","-90.41","38.75","17|101|9223370623170887077","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"25","58","2014-10-18 18:58:08.79","Normal","-90.52","39.71","25|58|9223370623170887017","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"26","94","2014-10-18 18:58:08.81","Normal","-91.3","38.14","26|94|9223370623170886997","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"12","23","2014-10-18 18:58:08.91","Normal","-95.69","36.25","12|23|9223370623170886897","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"22","13","2014-10-18 18:58:09.149","Normal","-94.37","38.0","22|13|9223370623170886658","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"14","73","2014-10-18 18:58:09.35","Normal","-95.42","35.87","14|73|9223370623170886457","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"27","61","2014-10-18 18:58:09.469","Normal","-90.55","38.81","27|61|9223370623170886338","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"24","18","2014-10-18 18:58:09.619","Normal","-90.82","41.66","24|18|9223370623170886188","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"15","62","2014-10-18 18:58:09.7","Normal","-89.29","41.85","15|62|9223370623170886107","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"12","23","2014-10-18 18:58:09.77","Normal","-95.5","36.37","12|23|9223370623170886037","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"31","80","2014-10-18 18:57:09.92","Normal","-94.22","35.5","31|80|9223370623170945887","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"13","106","2014-10-18 18:57:10.09","Normal","-88.41","42.11","13|106|9223370623170945717","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:10.432","Normal","-96.68","36.2","19|32|9223370623170945375","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"35","71","2014-10-18 18:57:10.658","Normal","-95.5","36.37","35|71|9223370623170945149","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"17","101","2014-10-18 18:57:10.73","Normal","-92.85","38.93","17|101|9223370623170945077","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"40","62","2014-10-18 18:57:10.953","Normal","-94.46","37.16","40|62|9223370623170944854","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"23","27","2014-10-18 18:57:10.19","Normal","-91.78","42.23","23|27|9223370623170945617","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"39","103","2014-10-18 18:57:11.088","Normal","-92.4","41.78","39|103|9223370623170944719","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:10.324","Normal","-88.02","42.04","30|29|9223370623170945483","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"14","73","2014-10-18 18:57:10.49","Normal","-97.14","36.41","14|73|9223370623170945317","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"26","94","2014-10-18 18:57:11.41","Normal","-91.18","38.22","26|94|9223370623170944397","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:10.728","Normal","-90.24","35.35","47|96|9223370623170945079","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"35","71","2014-10-18 18:57:11.607","Normal","-95.35","36.47","35|71|9223370623170944200","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"36","21","2014-10-18 18:57:10.948","Normal","-92.53","38.98","36|21|9223370623170944859","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:11.642","Normal","-88.96","42.25","13|106|9223370623170944165","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"10","44","2014-10-18 18:57:11.17","Normal","-95.76","36.18","10|44|9223370623170944637","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"15","62","2014-10-18 18:57:11.752","Normal","-91.63","41.72","15|62|9223370623170944055","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"45","92","2014-10-18 18:57:11.297","Normal","-88.07","41.48","45|92|9223370623170944510","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:11.64","Normal","-92.09","34.8","12|23|9223370623170944167","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:12.26","Normal","-91.07","38.31","26|94|9223370623170943547","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"41","60","2014-10-18 18:57:11.648","Normal","-90.94","35.03","41|60|9223370623170944159","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"42","80","2014-10-18 18:57:12.357","Normal","-89.52","40.7","42|80|9223370623170943450","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"17","101","2014-10-18 18:57:12.491","Normal","-92.53","38.98","17|101|9223370623170943316","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"32","34","2014-10-18 18:57:11.98","Normal","-91.59","41.7","32|34|9223370623170943827","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"16","91","2014-10-18 18:57:12.01","Normal","-89.71","37.47","16|91|9223370623170943797","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"45","92","2014-10-18 18:57:12.128","Normal","-87.67","41.87","45|92|9223370623170943679","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"22","13","2014-10-18 18:57:12.67","Normal","-94.38","38.67","22|13|9223370623170943137","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"39","103","2014-10-18 18:57:12.838","Normal","-93.04","41.71","39|103|9223370623170942969","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"43","42","2014-10-18 18:57:12.477","Normal","-88.07","41.48","43|42|9223370623170943330","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:12.748","Normal","-92.22","38.96","36|21|9223370623170943059","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"29","12","2014-10-18 18:57:12.81","Normal","-95.99","36.17","29|12|9223370623170942997","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:13.209","Normal","-90.86","38.46","26|94|9223370623170942598","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"38","108","2014-10-18 18:57:12.977","Normal","-94.57","35.37","38|108|9223370623170942830","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"42","80","2014-10-18 18:57:13.227","Normal","-89.52","40.7","42|80|9223370623170942580","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"25","58","2014-10-18 18:57:13.284","Normal","-90.63","39.7","25|58|9223370623170942523","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:13.37","Normal","-91.74","34.89","12|23|9223370623170942437","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:13.487","Normal","-89.65","36.37","34|92|9223370623170942320","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"15","62","2014-10-18 18:57:13.44","Normal","-91.32","41.71","15|62|9223370623170942367","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"38","108","2014-10-18 18:57:13.789","Normal","-94.88","35.47","38|108|9223370623170942018","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"40","62","2014-10-18 18:57:13.577","Normal","-94.37","38.0","40|62|9223370623170942230","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:13.87","Normal","-88.07","41.48","45|92|9223370623170941937","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"41","60","2014-10-18 18:57:14.118","Normal","-90.04","35.19","41|60|9223370623170941689","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:14.15","Normal","-91.38","34.83","12|23|9223370623170941657","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:14.05","Normal","-90.69","38.5","26|94|9223370623170941757","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"31","80","2014-10-18 18:57:14.064","Normal","-95.42","35.87","31|80|9223370623170941743","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"36","21","2014-10-18 18:57:14.397","Normal","-91.74","38.94","36|21|9223370623170941410","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"18","107","2014-10-18 18:57:14.61","Normal","-90.14","39.76","18|107|9223370623170941197","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"37","89","2014-10-18 18:57:14.258","Normal","-93.93","39.76","37|89|9223370623170941549","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:14.72","Normal","-90.64","41.56","32|34|9223370623170941087","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"15","62","2014-10-18 18:57:14.42","Normal","-91.05","41.72","15|62|9223370623170941387","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"12","23","2014-10-18 18:57:14.95","Normal","-91.14","34.96","12|23|9223370623170940857","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:15.188","Normal","-89.56","37.2","47|96|9223370623170940619","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"20","60","2014-10-18 18:57:14.78","Normal","-89.6","41.76","20|60|9223370623170941027","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"27","61","2014-10-18 18:57:15.392","Normal","-92.03","38.97","27|61|9223370623170940415","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"17","101","2014-10-18 18:57:14.882","Normal","-92.03","38.97","17|101|9223370623170940925","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"31","80","2014-10-18 18:57:15.0","Normal","-95.56","35.97","31|80|9223370623170940807","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"32","34","2014-10-18 18:57:15.644","Normal","-90.2","41.59","32|34|9223370623170940163","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"45","92","2014-10-18 18:57:15.73","Normal","-88.77","40.76","45|92|9223370623170940077","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"15","62","2014-10-18 18:57:15.231","Normal","-90.7","41.62","15|62|9223370623170940576","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"40","62","2014-10-18 18:57:15.318","Normal","-94.38","38.67","40|62|9223370623170940489","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"25","58","2014-10-18 18:57:15.93","Normal","-91.2","39.75","25|58|9223370623170939877","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"39","103","2014-10-18 18:57:15.707","Normal","-93.58","41.62","39|103|9223370623170940100","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:16.217","Normal","-91.33","38.87","36|21|9223370623170939590","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:16.227","Normal","-89.71","37.47","34|92|9223370623170939580","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"18","107","2014-10-18 18:57:16.501","Normal","-90.24","39.72","18|107|9223370623170939306","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"30","29","2014-10-18 18:57:16.67","Normal","-89.88","41.77","30|29|9223370623170939137","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"46","95","2014-10-18 18:57:15.807","Normal","-94.59","39.1","46|95|9223370623170940000","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"25","58","2014-10-18 18:57:16.812","Normal","-91.36","39.76","25|58|9223370623170938995","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"42","80","2014-10-18 18:57:16.008","Normal","-90.44","41.54","42|80|9223370623170939799","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:17.012","Normal","-90.0","37.72","34|92|9223370623170938795","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"16","91","2014-10-18 18:57:17.261","Normal","-90.35","38.43","16|91|9223370623170938546","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"10","44","2014-10-18 18:57:17.28","Normal","-95.14","36.66","10|44|9223370623170938527","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"28","87","2014-10-18 18:57:16.19","Normal","-90.24","39.72","28|87|9223370623170939617","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"14","73","2014-10-18 18:57:17.681","Normal","-95.42","35.87","14|73|9223370623170938126","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"17","101","2014-10-18 18:57:16.461","Normal","-91.56","38.93","17|101|9223370623170939346","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"46","95","2014-10-18 18:57:16.687","Normal","-94.59","39.1","46|95|9223370623170939120","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"43","42","2014-10-18 18:57:17.78","Normal","-89.17","40.38","43|42|9223370623170938027","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"29","12","2014-10-18 18:57:17.96","Normal","-94.88","35.47","29|12|9223370623170937847","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:16.76","Normal","-90.18","38.64","26|94|9223370623170939047","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:18.219","Normal","-89.29","41.85","32|34|9223370623170937588","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"18","107","2014-10-18 18:57:18.42","Normal","-90.52","39.71","18|107|9223370623170937387","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"37","89","2014-10-18 18:57:16.997","Normal","-93.13","39.78","37|89|9223370623170938810","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"44","57","2014-10-18 18:57:17.117","Normal","-91.05","41.72","44|57|9223370623170938690","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:18.48","Normal","-90.04","35.19","12|23|9223370623170937327","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:18.607","Normal","-90.35","38.43","47|96|9223370623170937200","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"20","60","2014-10-18 18:57:17.263","Normal","-90.64","41.56","20|60|9223370623170938544","-2309469543890042451","Chris Harris","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"38","108","2014-10-18 18:57:18.827","Normal","-95.99","36.17","38|108|9223370623170936980","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"39","103","2014-10-18 18:57:17.477","Normal","-93.04","41.71","39|103|9223370623170938330","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:19.147","Normal","-90.2","38.65","45|92|9223370623170936660","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:17.641","Normal","-90.18","38.64","26|94|9223370623170938166","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:19.241","Normal","-90.04","35.19","12|23|9223370623170936566","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"37","89","2014-10-18 18:57:17.917","Normal","-92.94","39.77","37|89|9223370623170937890","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:19.397","Normal","-90.15","38.62","47|96|9223370623170936410","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"38","108","2014-10-18 18:57:19.627","Normal","-96.21","36.19","38|108|9223370623170936180","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"29","12","2014-10-18 18:57:19.9","Normal","-94.22","35.5","29|12|9223370623170935907","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"32","34","2014-10-18 18:57:20.04","Normal","-88.96","42.25","32|34|9223370623170935767","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"41","60","2014-10-18 18:57:20.139","Normal","-91.74","34.89","41|60|9223370623170935668","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"17","101","2014-10-18 18:57:18.01","Normal","-91.19","38.83","17|101|9223370623170937797","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"39","103","2014-10-18 18:57:18.337","Normal","-92.74","41.75","39|103|9223370623170937470","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"35","71","2014-10-18 18:57:18.547","Normal","-93.34","37.21","35|71|9223370623170937260","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
